TravelCode,UserID,Departure,Arrival,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalBedrooms,TotalPricePerNight,Amenities,StayingDays,TotalCost,CheckOut,CheckIn
67248,652,Ranchi,Bhopal,The Residency,4,Executive,7528,4,2,3,22584,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,112920,03-12-2019,28-11-2019
67250,652,Thiruvananthapuram,Puducherry,La Villa Shanti,4,Deluxe,7313,1,2,1,7313,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,7313,13-12-2019,12-12-2019
67252,652,Coimbatore,Vadodara,"Welcomhotel by ITC Hotels, Alkapuri",5,Suite,13408,1,2,1,13408,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",7,93856,02-01-2020,26-12-2019
67254,652,Kota,Dhubri,Atithi Regency,1,Deluxe,1184,4,0,2,2368,"['Wi-Fi', 'Parking', 'Breakfast']",2,4736,11-01-2020,09-01-2020
67261,652,Jamshedpur,Itanagar,Hotel SC Continental,3,Suite,6831,4,3,4,27324,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,136620,03-03-2020,27-02-2020
67263,652,Prayagraj,Ludhiana,"Keys Select by Lemon Tree Hotels, Ludhiana",3,Suite,5937,1,2,1,5937,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",3,17811,15-03-2020,12-03-2020
67271,652,Varanasi,Bilaspur,Hotel Anand,2,Executive,3019,3,2,3,9057,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",1,9057,08-05-2020,07-05-2020
67272,652,Ranchi,Bhubaneswar,Hotel La Franklin,3,Deluxe,5005,4,2,3,15015,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,90090,20-05-2020,14-05-2020
67274,652,Diu,Hisar,Hotel Crown,2,Suite,3194,1,0,1,3194,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",2,6388,30-05-2020,28-05-2020
67276,652,Shimla,Thiruvananthapuram,Keys Select Hotel,3,Deluxe,4809,4,1,3,14427,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,57708,15-06-2020,11-06-2020
67277,652,Vijayawada,Kota,Hotel Flowers Inn,3,Suite,4935,3,3,3,14805,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,88830,24-06-2020,18-06-2020
67278,652,Puducherry,Ranchi,Hotel Maple Wood,3,Suite,7089,2,0,1,7089,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",6,42534,01-07-2020,25-06-2020
67288,652,Kullu-Manali,Ayodhya,Hotel Hanuman,3,Suite,6856,4,2,3,20568,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,61704,06-09-2020,03-09-2020
67289,652,Dehradun,Navi Mumbai,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,4,0,2,19468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,38936,12-09-2020,10-09-2020
67290,652,Khowai,Dehradun,Hotel Shiva & IS,3,Deluxe,5287,1,1,1,5287,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",3,15861,20-09-2020,17-09-2020
67293,652,Varanasi,Hisar,Hotel Imperial Blue,3,Deluxe,4908,3,0,2,9816,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",3,29448,11-10-2020,08-10-2020
67302,652,Ludhiana,Vijayawada,Hotel Park Elite,3,Executive,4674,2,1,2,9348,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",4,37392,14-12-2020,10-12-2020
67306,652,Indore,Ahmedabad,Taj Skyline Ahmedabad,5,Executive,12449,4,1,3,37347,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",3,112041,10-01-2021,07-01-2021
67311,652,Udaipur,Bengaluru,Airport Gateway Hotel,3,Deluxe,3482,3,1,2,6964,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",3,20892,14-02-2021,11-02-2021
67317,652,Jaipur,Gangtok,The Elgin Nor-Khill - A Heritage Hotel & Spa,4,Deluxe,7083,4,1,3,21249,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,106245,31-03-2021,26-03-2021
67321,652,Vadodara,Tirupati,Hotel PLR Grand,3,Executive,5064,3,1,2,10128,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",4,40512,26-04-2021,22-04-2021
67322,652,Vadodara,Navi Mumbai,Ramada by Wyndham Navi Mumbai,4,Executive,8429,2,2,2,16858,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",3,50574,02-05-2021,29-04-2021
67324,652,Dhubri,Puducherry,The Richmond,3,Deluxe,5425,4,2,3,16275,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",5,81375,18-05-2021,13-05-2021
67325,652,Kolkata,Visakhapatnam,Supine Comfort,2,Deluxe,2763,2,0,1,2763,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",3,8289,23-05-2021,20-05-2021
67330,652,Nashik,Puri,Hotel Gandhara,2,Suite,4395,4,1,3,13185,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",4,52740,28-06-2021,24-06-2021
67331,652,Kullu-Manali,Amritsar,Holiday Inn Amritsar Ranjit Avenue,4,Deluxe,6229,1,2,1,6229,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",6,37374,07-07-2021,01-07-2021
67334,652,Ayodhya,Varanasi,Hotel Hindusthan International Varanasi,4,Suite,9231,1,0,1,9231,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",2,18462,24-07-2021,22-07-2021
67337,652,Diu,Khowai,Hotel Radha International,3,Executive,4752,1,0,1,4752,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,28512,18-08-2021,12-08-2021
67339,652,Kullu-Manali,Ayodhya,Hotel Ayodhya Greens,3,Suite,4700,3,3,3,14100,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",1,14100,27-08-2021,26-08-2021
67341,652,Coimbatore,Vadodara,Lemon Tree Hotel Vadodara,4,Deluxe,6687,1,0,1,6687,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,20061,12-09-2021,09-09-2021
67342,652,Dehradun,Tirupati,Kences Hotel,3,Suite,4662,2,3,2,9324,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,37296,20-09-2021,16-09-2021
67344,652,Shimla,Vadodara,Grand Mercure Vadodara Surya Palace,5,Suite,16152,1,1,1,16152,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",2,32304,02-10-2021,30-09-2021
67346,652,Bhopal,Delhi NCR,JW Marriott Hotel New Delhi Aerocity,5,Executive,12002,3,2,3,36006,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",1,36006,15-10-2021,14-10-2021
67347,652,Dehradun,Guwahati,Hotel Daaysco Oley Allo,3,Deluxe,3595,2,3,2,7190,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,21570,24-10-2021,21-10-2021
67348,652,Bhopal,Thiruvananthapuram,Hotel Town Tower,3,Suite,6076,1,0,1,6076,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",7,42532,05-11-2021,29-10-2021
67356,652,Navi Mumbai,Prayagraj,Hotel Harsh Ananda,4,Suite,8823,4,3,4,35292,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",3,105876,26-12-2021,23-12-2021
67358,652,Kolkata,Mopa,Hotel Blue Lagoon,1,Deluxe,1723,4,0,2,3446,"['Wi-Fi', 'Parking']",1,3446,07-01-2022,06-01-2022
67359,652,Jamshedpur,Vadodara,Hyatt Place Vadodara,5,Deluxe,11032,3,0,2,22064,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",1,22064,14-01-2022,13-01-2022
67361,652,Shillong,Ranchi,Hotel The Raso,4,Deluxe,7276,1,2,1,7276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",1,7276,28-01-2022,27-01-2022
67363,652,Mopa,Gangtok,Hotel Tashi Delek,2,Executive,3033,2,1,2,6066,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,30330,15-02-2022,10-02-2022
67370,652,Kolkata,Chandigarh,JW Marriott Hotel Chandigarh,5,Deluxe,9816,1,2,1,9816,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",1,9816,01-04-2022,31-03-2022
67373,652,Diu,Shillong,Ri Kynjai � Serenity by the Lake,4,Deluxe,7240,1,1,1,7240,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",7,50680,28-04-2022,21-04-2022
67383,652,Chennai,Thiruvananthapuram,The Leela Kovalam,5,Executive,12572,2,2,2,25144,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,176008,07-07-2022,30-06-2022
67384,652,Vadodara,Gangtok,WelcomHeritage Denzong Regency,4,Executive,9004,4,2,3,27012,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",3,81036,10-07-2022,07-07-2022
67388,652,Itanagar,Kullu-Manali,Hotel Manali Heights,3,Deluxe,3812,4,2,3,11436,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,45744,08-08-2022,04-08-2022
67389,652,Raipur,Vijayawada,Hotel Aira,3,Suite,7136,1,0,1,7136,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,49952,18-08-2022,11-08-2022
67391,652,Diu,Khowai,Hotel Rajdhani,3,Executive,4081,1,1,1,4081,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",5,20405,30-08-2022,25-08-2022
67394,652,Kota,Raipur,Hotel Shamrock Greens,4,Deluxe,6983,2,0,1,6983,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",6,41898,21-09-2022,15-09-2022
67401,652,Bhubaneswar,Puducherry,Hotel Atithi,3,Deluxe,4921,2,3,2,9842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",2,19684,05-11-2022,03-11-2022
67410,652,Dabolim,Ahmedabad,Radisson Blu Hotel Ahmedabad,5,Executive,12460,1,1,1,12460,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",4,49840,09-02-2023,05-02-2023
67414,653,Guwahati,Mumbai,The Ambassador Mumbai,4,Suite,8499,1,2,1,8499,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",4,33996,07-10-2019,03-10-2019
67420,653,Varanasi,Shimla,The Oberoi Cecil,5,Executive,12501,2,2,2,25002,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",5,125010,19-11-2019,14-11-2019
67421,653,Chennai,Kolkata,Pride Plaza Hotel Kolkata,5,Suite,12414,3,2,3,37242,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",3,111726,24-11-2019,21-11-2019
67422,653,Varanasi,Raipur,Hotel Shamrock Greens,4,Deluxe,6983,3,3,3,20949,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,104745,03-12-2019,28-11-2019
67425,653,Dehradun,Kolkata,Novotel Kolkata Hotel and Residences,5,Suite,15874,3,2,3,47622,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,238110,24-12-2019,19-12-2019
67430,653,Diu,Delhi NCR,"Lemon Tree Premier, Delhi Airport",4,Suite,7584,4,1,3,22752,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,68256,26-01-2020,23-01-2020
67435,653,Raigarh,Nashik,Hotel New Punjab,3,Executive,5249,1,2,1,5249,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",1,5249,28-02-2020,27-02-2020
67439,653,Ranchi,Shillong,Hotel Broadway,2,Deluxe,2604,2,2,2,5208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",1,5208,27-03-2020,26-03-2020
67442,653,Srinagar,Bhopal,Hotel Shree Vatika,3,Deluxe,5419,3,2,3,16257,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",1,16257,18-04-2020,17-04-2020
67444,653,Imphal,Ayodhya,Hotel Ramayana,3,Suite,7442,3,0,2,14884,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",5,74420,05-05-2020,30-04-2020
67445,653,Srinagar,Diu,Hotel Relax Inn,3,Executive,6378,4,0,2,12756,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,51024,11-05-2020,07-05-2020
67449,653,Bhopal,Visakhapatnam,"Welcomhotel by ITC Hotels, Devee Grand Bay, Visakhapatnam",5,Deluxe,9234,4,3,4,36936,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",5,184680,09-06-2020,04-06-2020
67450,653,Hyderabad,Srinagar,"Radisson Collection Hotel & Spa, Riverfront Srinagar",5,Suite,13954,3,2,3,41862,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,41862,12-06-2020,11-06-2020
67452,653,Gangtok,Mumbai,The St. Regis Mumbai,5,Suite,15378,3,3,3,46134,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",5,230670,30-06-2020,25-06-2020
67454,653,Amritsar,Khowai,Hotel Neer Mahal,3,Suite,4938,4,3,4,19752,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,39504,11-07-2020,09-07-2020
67456,653,Puducherry,Hyderabad,The Westin Hyderabad Mindspace,5,Deluxe,11913,3,1,2,23826,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",7,166782,30-07-2020,23-07-2020
67458,653,Puducherry,Shimla,Hotel Baljees Regency,3,Executive,5127,1,1,1,5127,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",7,35889,13-08-2020,06-08-2020
67461,654,Raipur,Imphal,Hotel Nirmala,2,Deluxe,2942,1,2,1,2942,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,14710,15-10-2019,10-10-2019
67462,654,Dhubri,Navi Mumbai,The Regenza by Tunga,4,Deluxe,6597,1,2,1,6597,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",7,46179,24-10-2019,17-10-2019
67465,654,Ahmedabad,Bhopal,Hotel Sonali Regency,3,Executive,6380,3,2,3,19140,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,114840,13-11-2019,07-11-2019
67467,654,Imphal,Kota,Hotel Ortus,3,Executive,3983,3,2,3,11949,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,83643,28-11-2019,21-11-2019
67470,654,Mysuru,Dhubri,The Brahmaputra Hotel,3,Executive,3956,3,0,2,7912,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",1,7912,13-12-2019,12-12-2019
67473,654,Chennai,Shimla,Hotel Combermere,3,Suite,7418,3,3,3,22254,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",4,89016,06-01-2020,02-01-2020
67474,654,Bhubaneswar,Udaipur,Hotel Udai Palace - Centrally Located Budget Family Stay,3,Deluxe,3948,3,2,3,11844,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,35532,12-01-2020,09-01-2020
67481,654,Delhi NCR,Pune,The Westin Pune Koregaon Park,5,Suite,16092,3,0,2,32184,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",6,193104,04-03-2020,27-02-2020
67484,654,Surat,Vadodara,Four Points by Sheraton Vadodara,4,Executive,7535,4,0,2,15070,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",6,90420,25-03-2020,19-03-2020
67490,654,Surat,Varanasi,Ramada Plaza JHV Varanasi,5,Executive,10608,4,0,2,21216,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,63648,03-05-2020,30-04-2020
67494,654,Itanagar,Jamshedpur,The Sonnet Jamshedpur,4,Deluxe,6443,2,1,2,12886,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",7,90202,04-06-2020,28-05-2020
67502,654,Imphal,Prayagraj,Hotel Yatrik,3,Deluxe,5481,1,0,1,5481,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",2,10962,25-07-2020,23-07-2020
67505,654,Udaipur,Chandigarh,Hotel Shivalikview,3,Suite,5254,1,0,1,5254,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",7,36778,20-08-2020,13-08-2020
67508,654,Khowai,Coimbatore,Hotel Kiscol Grands,4,Suite,7701,4,0,2,15402,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",2,30804,05-09-2020,03-09-2020
67509,654,Dhubri,Visakhapatnam,The Pioneer,3,Suite,5720,3,1,2,11440,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,80080,17-09-2020,10-09-2020
67513,654,Visakhapatnam,Ludhiana,Hyatt Regency Ludhiana,5,Deluxe,8877,4,3,4,35508,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",6,213048,14-10-2020,08-10-2020
67521,654,Raipur,Ayodhya,Hotel Hanuman,3,Executive,5942,4,0,2,11884,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",6,71304,09-12-2020,03-12-2020
67524,654,Raigarh,Navi Mumbai,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,2,1,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",1,16872,25-12-2020,24-12-2020
67531,654,Diu,Chennai,Radisson Blu Hotel Chennai City Centre,4,Deluxe,7583,4,2,3,22749,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,136494,17-02-2021,11-02-2021
67534,654,Ranchi,Dabolim,Hotel Vasco Residency,2,Executive,2998,3,0,2,5996,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,11992,06-03-2021,04-03-2021
67536,654,Hyderabad,Khowai,Hotel Rajdhani,3,Executive,4081,2,3,2,8162,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,32648,22-03-2021,18-03-2021
67538,654,Navi Mumbai,Ayodhya,Hotel Hanuman,3,Suite,6856,4,1,3,20568,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",5,102840,06-04-2021,01-04-2021
67542,654,Ahmedabad,Dehradun,Hotel Sun Shine,3,Suite,6638,2,2,2,13276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",6,79656,05-05-2021,29-04-2021
67546,654,Itanagar,Shillong,Hotel Broadway,2,Deluxe,2604,1,2,1,2604,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",5,13020,01-06-2021,27-05-2021
67547,654,Srinagar,Amritsar,Radisson Blu Hotel Amritsar,5,Suite,12585,2,3,2,25170,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,125850,08-06-2021,03-06-2021
67551,654,Jamshedpur,Mysuru,Fortune JP Palace,4,Suite,9597,2,0,1,9597,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",7,67179,08-07-2021,01-07-2021
67554,654,Mysuru,Ranchi,Hotel Green Acres,3,Deluxe,4357,1,2,1,4357,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",2,8714,24-07-2021,22-07-2021
67556,655,Imphal,Amritsar,Hotel City Park,3,Deluxe,5353,2,2,2,10706,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,53530,08-11-2019,03-11-2019
67563,655,Ayodhya,Surat,Hotel Sifat International,3,Executive,5447,1,2,1,5447,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,32682,27-11-2019,21-11-2019
67564,655,Amritsar,Jaipur,Hotel Siddharsh Heritage,3,Suite,5200,4,3,4,20800,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,62400,01-12-2019,28-11-2019
67567,655,Dehradun,Diu,Azzaro Resort & Spa,4,Deluxe,7114,4,2,3,21342,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",1,21342,20-12-2019,19-12-2019
67568,655,Shimla,Thiruvananthapuram,Classic Sarovar Portico,4,Suite,9351,2,3,2,18702,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,18702,27-12-2019,26-12-2019
67573,655,Udaipur,Guwahati,Kiranshree Grand,4,Suite,8800,2,3,2,17600,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",6,105600,05-02-2020,30-01-2020
67574,655,Hisar,Kota,Hotel Bharat,3,Suite,4522,3,2,3,13566,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,54264,10-02-2020,06-02-2020
67575,655,Mumbai,Amritsar,Hotel Shiraz Castle,3,Suite,5968,3,2,3,17904,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",6,107424,19-02-2020,13-02-2020
67581,655,Surat,Mopa,Hotel Hill View,2,Executive,3011,4,3,4,12044,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",1,12044,27-03-2020,26-03-2020
